TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS_y,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK_y,CFID_y,CFPARAMS_y,PLAYOFF_RANKING,SEASON
1610612741,Chicago Bulls,47,11,36,0.234,52.8,36.0,86.0,0.419,3.6,10.8,0.333,18.5,26.1,0.71,12.8,31.4,44.2,24.7,17.6,9.3,4.4,5.4,24.1,0.1,94.2,-9.1,20,29,29,29,8,29,23,28,27,27,23,20,11,28,17,23,24,9,27,4,27,11,26,8,29,29,10,Chicago Bulls,Chicago Bulls,47,11,36,0.234,52.8,39.1,85.1,0.459,5.6,16.2,0.349,19.5,26.7,0.731,12.1,33.6,45.7,26.9,16.8,9.3,5.4,4.4,23.0,24.1,103.3,9.1,20,29,29,29,8,16,3,25,14,15,13,14,19,1,4,23,9,29,6,27,11,27,18,4,16,29,10,Chicago Bulls,0,2001-02
1610612766,Charlotte Hornets,48,23,25,0.479,52.8,38.6,88.4,0.437,4.9,13.8,0.351,20.1,26.8,0.748,13.9,33.8,47.7,23.8,15.4,8.1,6.2,6.0,23.8,0.1,102.2,-0.4,14,20,18,20,11,16,12,17,21,21,16,8,9,18,11,6,6,14,12,17,13,20,24,9,16,19,10,Charlotte Hornets,Charlotte Hornets,48,23,25,0.479,52.8,37.8,88.0,0.43,6.0,15.9,0.378,21.0,26.9,0.782,12.1,32.0,44.1,22.1,14.5,8.2,6.0,6.2,22.0,23.8,102.6,0.4,14,20,18,20,11,9,14,7,21,14,23,26,22,28,3,7,5,8,24,13,20,13,12,6,11,19,10,Charlotte Hornets,0,2001-02
1610612764,Washington Wizards,47,26,21,0.553,53.6,39.6,91.2,0.434,4.4,11.2,0.395,19.2,24.9,0.77,14.9,33.4,48.3,22.6,14.1,7.5,4.8,5.3,22.8,0.1,102.8,0.0,20,10,8,10,3,9,3,19,24,26,2,15,19,6,4,13,3,22,3,22,22,9,13,17,13,17,10,Washington Wizards,Washington Wizards,47,26,21,0.553,53.6,39.9,90.1,0.443,5.5,16.4,0.336,17.5,23.4,0.747,13.4,32.6,46.0,23.9,14.3,7.5,5.3,4.8,23.0,22.8,102.8,0.0,20,10,8,10,3,22,25,17,12,18,6,4,5,12,17,13,10,17,25,5,9,22,16,17,13,17,10,Washington Wizards,0,2001-02
1610612759,San Antonio Spurs,49,33,16,0.673,52.3,37.3,83.3,0.448,6.0,16.6,0.364,20.5,28.4,0.722,12.3,34.5,46.8,20.6,17.4,7.5,7.6,5.4,22.9,0.1,101.1,4.6,6,5,5,5,13,21,28,8,8,8,7,12,7,25,22,2,6,23,24,26,1,13,7,17,18,6,10,San Antonio Spurs,San Antonio Spurs,49,33,16,0.673,52.3,37.0,89.1,0.415,3.9,12.1,0.322,18.6,24.0,0.773,14.2,31.3,45.5,19.7,15.8,8.5,5.4,7.6,25.2,22.9,96.5,-4.6,6,5,5,5,13,7,25,1,2,3,3,7,5,26,26,6,15,2,18,15,13,1,24,23,2,6,10,San Antonio Spurs,1,2002-03
1610612737,Atlanta Hawks,49,19,30,0.388,52.2,36.9,83.8,0.44,5.4,15.8,0.341,20.6,26.4,0.78,13.0,33.4,46.4,21.3,18.6,7.9,5.9,5.4,24.3,0.1,99.7,-4.5,6,22,22,22,14,22,26,13,11,11,17,11,15,6,14,8,8,22,26,21,12,14,21,3,23,25,10,Atlanta Hawks,Atlanta Hawks,49,19,30,0.388,52.2,38.7,89.2,0.434,5.9,16.5,0.361,20.9,27.5,0.761,13.9,30.8,44.7,22.5,14.0,9.7,5.4,5.9,22.0,24.3,104.3,4.5,6,22,22,22,14,22,26,11,23,21,21,21,17,20,22,3,8,12,28,25,14,12,3,9,23,25,10,Atlanta Hawks,0,2002-03
1610612750,Minnesota Timberwolves,49,29,20,0.592,51.3,40.3,88.4,0.456,3.2,8.9,0.36,19.0,24.9,0.763,12.7,33.6,46.3,25.7,14.8,7.3,5.7,5.3,22.8,0.0,102.8,1.2,6,8,8,8,22,3,6,4,27,28,9,20,23,12,20,5,9,2,5,28,15,11,6,25,9,11,10,Minnesota Timberwolves,Minnesota Timberwolves,49,29,20,0.592,51.3,38.4,88.6,0.433,5.9,17.2,0.342,18.9,24.9,0.758,12.7,32.4,45.1,23.7,15.0,7.3,5.3,5.7,22.5,22.8,101.6,-1.2,6,8,8,8,22,20,22,10,21,24,15,9,9,17,14,12,14,23,24,3,11,15,6,24,17,11,10,Minnesota Timberwolves,0,2002-03
1610612762,Utah Jazz,49,29,20,0.592,52.5,38.8,82.7,0.47,3.1,8.9,0.349,24.1,32.2,0.75,14.3,31.8,46.2,27.9,18.7,9.4,6.2,5.7,25.5,0.0,104.9,5.0,6,8,8,8,12,9,29,1,29,29,13,2,1,18,3,23,10,1,27,8,10,22,25,21,4,5,10,Utah Jazz,Utah Jazz,49,29,20,0.592,52.5,36.1,83.6,0.432,5.3,16.0,0.331,22.4,29.8,0.752,12.8,27.4,40.2,20.3,17.8,10.0,5.7,6.2,26.9,25.5,99.8,-5.0,6,8,8,8,12,5,4,9,13,19,4,27,26,11,15,1,1,4,4,29,22,10,29,5,10,5,10,Utah Jazz,0,2002-03
1610612761,Toronto Raptors,48,14,34,0.292,52.9,36.8,88.2,0.417,5.3,16.3,0.327,18.4,25.8,0.714,13.8,31.3,45.0,19.8,16.0,8.2,4.8,5.5,24.3,0.0,97.4,-7.0,19,26,26,26,7,24,7,25,12,9,23,24,19,27,7,27,21,29,14,17,20,15,20,19,26,27,10,Toronto Raptors,Toronto Raptors,48,14,34,0.292,52.9,39.9,86.8,0.46,4.5,11.5,0.39,20.1,26.7,0.754,13.0,35.5,48.4,22.7,15.4,7.7,5.5,4.8,23.5,24.3,104.4,7.0,19,26,26,26,7,28,14,29,3,2,28,16,15,12,16,28,28,14,20,5,15,20,14,10,24,27,10,Toronto Raptors,0,2002-03
1610612760,Seattle SuperSonics,48,21,27,0.438,53.7,39.7,90.3,0.439,5.0,14.0,0.357,16.8,23.3,0.722,13.1,32.6,45.6,24.7,14.3,9.5,4.1,5.6,23.0,0.1,101.2,-1.7,19,19,19,19,3,4,2,16,16,20,11,26,26,24,13,13,13,4,2,6,26,18,8,8,17,21,10,Seattle SuperSonics,Seattle SuperSonics,48,21,27,0.438,53.7,38.8,87.8,0.442,7.1,19.1,0.373,18.1,24.7,0.731,13.6,33.6,47.2,23.3,16.7,6.5,5.6,4.1,22.4,23.0,102.8,1.7,19,19,19,19,3,23,20,20,29,29,25,4,7,1,20,23,23,17,12,1,18,26,5,22,19,21,10,Seattle SuperSonics,0,2002-03
1610612758,Sacramento Kings,51,34,17,0.667,49.6,40.3,87.4,0.462,6.2,16.2,0.38,16.7,23.2,0.721,10.9,33.6,44.5,25.3,14.8,9.6,6.0,4.7,20.8,0.0,103.6,6.2,1,2,7,6,29,2,11,2,7,10,5,28,27,26,28,4,24,3,4,5,11,6,2,27,7,3,10,Sacramento Kings,Sacramento Kings,51,34,17,0.667,49.6,37.5,88.3,0.425,4.7,13.8,0.339,17.7,24.0,0.737,13.9,33.4,47.3,22.2,16.9,8.5,4.7,6.0,20.6,20.8,97.4,-6.2,1,2,7,6,29,11,21,5,5,5,14,2,4,5,23,20,24,9,11,14,6,11,1,28,4,3,10,Sacramento Kings,0,2002-03
1610612757,Portland Trail Blazers,48,32,16,0.667,52.8,38.9,86.8,0.448,4.6,14.6,0.316,20.2,27.3,0.741,13.6,32.3,45.9,24.6,16.6,9.9,4.3,5.5,22.4,0.0,102.6,3.0,19,6,5,6,8,8,13,6,22,18,27,15,12,20,9,16,12,5,19,3,23,17,5,26,11,8,10,Portland Trail Blazers,Portland Trail Blazers,48,32,16,0.667,52.8,38.2,87.2,0.438,6.2,17.9,0.343,17.1,22.6,0.758,12.5,31.3,43.8,24.3,17.4,8.9,5.5,4.3,23.1,22.4,99.6,-3.0,19,6,5,6,8,18,17,17,27,26,16,1,1,18,10,5,3,27,7,21,17,23,9,25,8,8,10,Portland Trail Blazers,0,2002-03
1610612756,Phoenix Suns,50,29,21,0.58,51.8,38.7,89.6,0.432,5.0,15.3,0.327,18.7,25.4,0.739,14.8,31.9,46.7,21.9,16.3,8.2,5.4,6.0,23.9,0.1,101.1,0.6,2,8,10,10,17,10,3,21,17,14,25,22,21,21,2,21,7,18,17,15,18,23,16,12,19,14,10,Phoenix Suns,Phoenix Suns,50,29,21,0.58,51.8,38.1,87.3,0.437,5.1,16.6,0.305,19.0,25.2,0.756,13.5,32.7,46.1,22.9,17.2,8.6,6.0,5.4,24.0,23.9,100.4,-0.6,2,8,10,10,17,16,18,15,8,22,1,10,11,14,19,18,18,15,8,17,23,18,17,14,12,14,10,Phoenix Suns,0,2002-03
1610612755,Philadelphia 76ers,49,25,24,0.51,51.9,38.1,86.6,0.44,3.3,11.1,0.299,21.6,28.1,0.766,13.5,31.4,45.0,22.4,16.2,10.7,3.6,7.3,24.1,0.1,101.0,0.0,6,14,15,16,15,14,14,14,26,27,28,7,8,10,10,25,22,16,16,1,28,28,18,10,20,17,10,Philadelphia 76ers,Philadelphia 76ers,49,25,24,0.51,51.9,37.5,83.0,0.452,6.2,17.3,0.358,19.9,26.9,0.74,12.2,31.9,44.1,23.2,18.0,8.7,7.3,3.6,24.2,24.1,101.1,0.0,6,14,15,16,15,10,3,25,28,25,18,15,16,6,6,10,5,16,3,19,28,28,19,12,16,17,10,Philadelphia 76ers,0,2002-03
1610612753,Orlando Magic,50,24,26,0.48,51.0,37.4,87.1,0.43,6.8,19.1,0.354,21.3,26.9,0.793,12.8,30.7,43.4,21.6,15.0,8.6,3.7,5.1,24.7,0.1,103.0,-1.6,2,16,18,18,25,20,12,23,6,6,12,8,13,2,18,29,28,20,6,12,27,9,23,13,8,20,10,Orlando Magic,Orlando Magic,50,24,26,0.48,51.0,39.0,84.9,0.459,5.1,15.4,0.334,21.5,28.0,0.766,12.5,33.5,46.0,23.8,17.1,8.2,5.1,3.7,23.7,24.7,104.6,1.6,2,16,18,18,25,24,8,28,9,14,6,22,21,23,13,22,17,25,9,8,9,27,15,7,25,20,10,Orlando Magic,0,2002-03
1610612752,New York Knicks,48,21,27,0.438,52.7,39.0,88.9,0.439,7.7,19.6,0.393,16.5,20.9,0.791,11.9,31.9,43.8,23.2,15.6,7.3,3.5,4.2,25.8,0.1,102.3,-1.4,19,19,19,19,11,6,5,15,3,5,1,29,29,3,25,22,26,12,9,27,29,2,28,4,13,19,10,New York Knicks,New York Knicks,48,21,27,0.438,52.7,38.1,85.1,0.447,4.7,14.2,0.335,22.8,30.0,0.759,12.3,34.0,46.4,22.4,15.2,8.4,4.2,3.5,21.4,25.8,103.7,1.4,19,19,19,19,11,15,10,23,6,7,8,29,27,19,8,24,20,10,23,13,2,29,2,2,22,19,10,New York Knicks,0,2002-03
1610612740,New Orleans Hornets,50,26,24,0.52,52.8,38.4,88.1,0.435,5.8,15.0,0.386,19.9,25.6,0.777,13.1,32.3,45.4,23.7,15.4,9.3,4.7,5.6,23.4,0.1,102.4,2.0,2,12,15,14,9,12,8,20,9,17,3,16,20,7,12,17,16,9,7,9,21,20,10,11,12,9,10,New Orleans Hornets,New Orleans Hornets,50,26,24,0.52,52.8,38.0,86.0,0.442,4.6,13.6,0.338,19.8,26.0,0.761,12.5,32.4,44.8,21.3,16.6,8.2,5.6,4.7,23.4,23.4,100.4,-2.0,2,12,15,14,9,14,12,21,4,4,11,14,14,21,11,11,11,6,13,10,20,21,11,20,13,9,10,New Orleans Hornets,0,2002-03
1610612751,New Jersey Nets,49,34,15,0.694,51.3,38.4,85.9,0.447,4.8,13.3,0.361,22.0,29.2,0.754,12.8,32.8,45.5,24.1,15.7,9.5,5.1,5.5,23.5,0.0,103.6,8.1,6,2,2,2,21,11,17,9,21,22,8,6,5,15,19,12,14,8,12,7,19,16,12,24,6,2,10,New Jersey Nets,New Jersey Nets,49,34,15,0.694,51.3,35.7,84.0,0.424,5.7,15.0,0.378,18.6,25.4,0.734,12.1,31.8,43.9,20.5,18.4,8.7,5.5,5.1,24.9,23.5,95.6,-8.1,6,2,2,2,21,2,5,3,20,12,27,8,12,4,5,8,4,5,2,18,16,19,22,18,1,2,10,New Jersey Nets,0,2002-03
1610612749,Milwaukee Bucks,48,25,23,0.521,52.7,39.1,85.7,0.456,7.6,19.8,0.387,20.5,26.2,0.781,10.8,32.4,43.3,23.6,14.4,7.9,4.5,4.3,23.9,0.1,106.3,0.5,19,14,13,13,10,5,18,3,4,4,2,13,17,5,29,15,29,10,3,20,22,4,15,9,2,15,10,Milwaukee Bucks,Milwaukee Bucks,48,25,23,0.521,52.7,39.6,88.6,0.447,6.0,16.8,0.359,20.6,27.6,0.746,13.9,33.0,47.0,24.3,15.0,7.6,4.3,4.5,22.2,23.9,105.8,-0.5,19,14,13,13,10,26,23,22,24,23,20,17,18,10,24,19,22,26,25,4,4,22,4,15,28,15,10,Milwaukee Bucks,0,2002-03
1610612738,Boston Celtics,49,27,22,0.551,51.7,35.5,85.6,0.415,9.7,28.7,0.339,19.9,26.5,0.75,11.3,32.2,43.5,20.5,15.4,10.0,4.2,5.0,23.6,0.0,100.6,0.1,6,11,11,11,18,27,21,26,1,1,18,17,14,17,27,20,27,25,8,2,24,8,13,23,21,16,10,Boston Celtics,Boston Celtics,49,27,22,0.551,51.7,36.4,84.4,0.431,6.1,18.3,0.336,21.6,28.5,0.757,12.5,35.8,48.3,23.5,17.5,8.0,5.0,4.2,23.8,23.6,100.5,-0.1,6,11,11,11,18,6,6,8,25,28,10,23,23,16,12,29,27,19,6,7,8,24,16,17,14,16,10,Boston Celtics,0,2002-03
1610612748,Miami Heat,49,17,32,0.347,54.3,36.7,89.3,0.411,4.9,15.1,0.328,17.4,22.9,0.759,13.7,33.3,47.0,20.1,15.8,8.2,4.2,6.1,25.6,0.0,95.7,-4.2,6,23,23,23,2,25,4,28,19,16,22,25,28,13,8,9,4,27,13,16,25,24,27,18,27,22,10,Miami Heat,Miami Heat,49,17,32,0.347,54.3,35.8,82.4,0.435,5.5,15.4,0.359,22.8,30.1,0.756,11.4,34.9,46.2,19.2,17.0,8.2,6.1,4.2,23.5,25.6,99.9,4.2,6,23,23,23,2,3,2,12,19,15,19,28,28,13,2,26,19,1,10,9,24,25,13,3,11,22,10,Miami Heat,0,2002-03
1610612763,Memphis Grizzlies,48,13,35,0.271,51.4,38.1,86.0,0.444,5.3,15.6,0.341,18.8,25.2,0.743,12.9,31.4,44.3,22.9,17.2,7.6,6.8,5.7,22.0,0.0,100.4,-6.2,19,27,27,27,20,13,16,11,13,12,16,21,22,19,15,26,25,13,23,23,3,21,4,27,22,26,10,Memphis Grizzlies,Memphis Grizzlies,48,13,35,0.271,51.4,41.6,90.8,0.458,5.3,14.8,0.362,18.0,23.6,0.763,14.9,32.5,47.4,26.2,15.0,9.7,5.7,6.8,23.3,22.0,106.5,6.2,19,27,27,27,20,29,29,27,14,10,23,3,3,22,28,14,25,29,26,26,21,3,10,26,29,26,10,Memphis Grizzlies,0,2002-03
1610612747,Los Angeles Lakers,47,24,23,0.511,51.1,39.0,88.0,0.443,5.7,17.0,0.337,19.1,26.2,0.728,14.0,33.4,47.5,24.4,16.1,8.1,6.2,3.8,24.4,0.1,102.7,0.9,28,16,13,15,24,7,9,12,10,7,19,19,16,23,6,7,3,6,15,18,9,1,22,16,10,13,10,Los Angeles Lakers,Los Angeles Lakers,47,24,23,0.511,51.1,37.6,85.8,0.438,5.9,14.4,0.409,20.8,27.9,0.744,12.3,32.4,44.7,22.5,15.2,8.6,3.8,6.2,24.2,24.4,101.8,-0.9,28,16,13,15,24,12,11,16,22,8,29,18,19,9,7,13,9,11,22,16,1,9,18,8,18,13,10,Los Angeles Lakers,0,2002-03
1610612746,Los Angeles Clippers,49,17,32,0.347,51.9,35.7,83.3,0.428,5.1,15.5,0.327,22.3,29.6,0.752,12.8,33.1,45.9,20.6,18.0,7.2,6.4,5.6,23.4,0.0,98.7,-4.3,6,23,23,23,16,26,27,24,14,13,26,4,4,16,17,11,11,24,25,29,7,19,11,22,24,23,10,Los Angeles Clippers,Los Angeles Clippers,49,17,32,0.347,51.9,39.2,89.7,0.437,5.5,15.7,0.351,19.1,24.8,0.768,14.0,32.7,46.6,23.6,15.3,8.9,5.6,6.4,25.3,23.4,102.9,4.3,6,23,23,23,16,25,27,14,18,17,17,11,8,24,25,17,21,22,21,20,19,7,25,19,20,23,10,Los Angeles Clippers,0,2002-03
1610612754,Indiana Pacers,49,34,15,0.694,51.5,37.9,84.6,0.448,4.9,13.7,0.358,23.2,30.0,0.774,12.7,34.2,46.9,24.4,16.3,8.9,5.8,6.4,23.7,0.1,104.0,4.6,6,2,2,2,19,16,24,7,20,21,10,3,3,8,21,3,5,7,18,10,13,25,14,6,5,7,10,Indiana Pacers,Indiana Pacers,49,34,15,0.694,51.5,37.3,87.8,0.425,5.2,15.5,0.334,19.6,25.4,0.774,13.4,31.1,44.5,21.6,16.3,8.3,6.4,5.8,25.3,23.7,99.4,-4.6,6,2,2,2,19,9,19,4,11,16,7,13,13,27,18,4,7,7,14,12,25,13,26,16,7,7,10,Indiana Pacers,0,2002-03
1610612745,Houston Rockets,48,26,22,0.542,53.0,37.5,85.6,0.438,5.0,15.2,0.332,21.3,27.8,0.766,13.3,35.0,48.4,19.9,17.1,7.5,7.2,5.4,20.8,0.1,101.3,1.5,19,12,11,12,5,19,20,18,15,15,20,9,9,11,11,1,2,28,22,24,2,12,1,15,16,10,10,Houston Rockets,Houston Rockets,48,26,22,0.542,53.0,38.3,90.2,0.424,4.9,14.8,0.331,18.4,23.5,0.781,13.4,31.6,45.0,22.0,13.7,9.0,5.4,7.2,24.4,20.8,99.8,-1.5,19,12,11,12,5,19,28,2,7,11,5,6,2,29,17,7,12,8,29,22,12,2,21,29,9,10,10,Houston Rockets,0,2002-03
1610612744,Golden State Warriors,48,21,27,0.438,50.9,37.9,87.9,0.431,5.0,14.4,0.345,24.2,31.0,0.782,16.9,32.2,49.1,21.3,16.9,7.7,6.5,6.8,24.2,0.0,105.0,-0.7,19,19,19,19,27,17,10,22,18,19,14,1,2,4,1,19,1,21,20,22,6,27,19,27,3,18,10,Golden State Warriors,Golden State Warriors,48,21,27,0.438,50.9,39.8,88.8,0.448,5.2,13.9,0.373,20.9,28.2,0.741,14.9,29.9,44.7,23.5,14.9,9.0,6.8,6.5,25.4,24.2,105.7,0.7,19,19,19,19,27,27,24,24,12,6,24,20,22,7,29,2,10,20,27,23,27,6,27,11,27,18,10,Golden State Warriors,0,2002-03
1610612765,Detroit Pistons,47,32,15,0.681,54.5,36.8,84.5,0.436,7.5,20.3,0.369,20.9,27.7,0.754,11.6,33.5,45.1,22.9,15.6,7.5,6.6,4.8,25.5,0.2,102.0,5.3,28,6,2,4,1,23,25,19,5,3,6,10,11,14,26,6,20,14,11,25,4,7,26,1,14,4,10,Detroit Pistons,Detroit Pistons,47,32,15,0.681,54.5,36.0,84.6,0.426,3.9,11.5,0.335,20.8,28.0,0.743,11.7,34.3,46.0,20.1,16.1,8.0,4.8,6.6,26.5,25.5,96.7,-5.3,28,6,2,4,1,4,7,6,1,1,9,19,20,8,3,25,16,3,16,6,7,4,28,4,3,4,10,Detroit Pistons,0,2002-03
1610612743,Denver Nuggets,49,12,37,0.245,52.9,34.8,85.6,0.407,3.2,11.4,0.279,16.7,23.7,0.705,14.2,31.1,45.3,22.5,21.1,9.8,5.5,7.5,27.3,0.1,89.5,-8.5,6,28,28,28,6,29,19,29,28,25,29,27,25,29,4,28,17,15,29,4,17,29,29,2,29,28,10,Denver Nuggets,Denver Nuggets,49,12,37,0.245,52.9,35.2,79.8,0.44,5.5,14.7,0.374,22.2,29.3,0.757,10.9,31.8,42.7,23.3,19.8,9.7,7.5,5.5,24.3,27.3,98.0,8.5,6,28,28,28,6,1,1,19,17,9,26,26,25,15,1,9,2,18,1,27,29,17,20,1,5,28,10,Denver Nuggets,0,2002-03
1610612742,Dallas Mavericks,48,38,10,0.792,51.2,40.7,90.5,0.45,8.1,21.2,0.382,19.9,23.9,0.833,11.9,33.3,45.2,23.3,12.1,8.7,6.3,4.2,21.8,0.1,109.4,10.3,19,1,1,1,23,1,1,5,2,2,4,18,24,1,24,10,18,11,1,11,8,3,3,5,1,1,10,Dallas Mavericks,Dallas Mavericks,48,38,10,0.792,51.2,37.3,86.8,0.429,6.2,18.2,0.338,18.3,25.0,0.731,13.7,35.0,48.7,22.6,17.5,6.8,4.2,6.3,22.8,21.8,99.0,-10.3,19,1,1,1,23,8,15,7,26,27,12,5,10,2,21,27,29,13,5,2,3,8,7,27,6,1,10,Dallas Mavericks,0,2002-03
1610612739,Cleveland Cavaliers,50,10,40,0.2,50.4,35.1,85.0,0.414,3.7,11.1,0.329,20.4,27.8,0.734,14.1,31.4,45.5,20.3,18.7,8.6,6.6,6.6,24.0,0.1,94.3,-10.5,2,29,29,29,28,28,23,27,25,26,21,14,10,22,5,24,15,26,28,13,5,26,17,14,28,29,10,Cleveland Cavaliers,Cleveland Cavaliers,50,10,40,0.2,50.4,38.6,85.0,0.455,5.4,15.1,0.361,22.1,28.7,0.771,11.8,32.6,44.3,24.5,15.5,9.9,6.6,6.6,23.0,24.0,104.9,10.5,2,29,29,29,28,21,9,26,16,13,22,24,24,25,4,15,6,28,19,28,26,5,8,13,26,29,10,Cleveland Cavaliers,0,2002-03
1610612741,Chicago Bulls,49,17,32,0.347,50.9,37.8,86.2,0.438,4.3,12.6,0.343,18.5,26.1,0.71,12.9,32.3,45.2,22.1,16.9,8.0,5.8,5.2,25.4,0.1,98.4,-4.5,6,23,23,23,26,18,15,17,23,23,15,23,18,28,16,18,19,17,21,19,14,10,24,7,25,24,10,Chicago Bulls,Chicago Bulls,49,17,32,0.347,50.9,37.8,86.7,0.436,5.2,16.3,0.316,22.2,30.2,0.733,14.7,33.4,48.1,23.8,15.9,9.2,5.2,5.8,23.4,25.4,102.9,4.5,6,23,23,23,26,13,13,13,10,20,2,25,29,3,27,21,26,24,17,24,10,14,12,6,21,24,10,Chicago Bulls,0,2002-03
1610612764,Washington Wizards,49,24,25,0.49,53.3,37.9,85.2,0.445,3.8,11.7,0.327,22.2,28.8,0.772,12.2,32.4,44.6,21.7,15.6,8.4,5.5,4.6,23.1,0.0,101.9,1.2,6,16,17,17,4,15,22,10,24,24,24,5,6,9,23,14,23,19,10,14,16,5,9,20,15,12,10,Washington Wizards,Washington Wizards,49,24,25,0.49,53.3,38.1,87.0,0.438,5.4,15.9,0.338,19.1,24.6,0.776,12.4,32.6,45.0,23.6,16.2,8.3,4.6,5.5,25.1,23.1,100.8,-1.2,6,16,17,17,4,17,16,18,15,18,13,12,6,28,9,16,13,21,15,11,5,16,23,21,15,12,10,Washington Wizards,0,2002-03
1610612765,Detroit Pistons,54,33,21,0.611,53.9,36.9,86.3,0.428,4.2,12.3,0.34,21.7,28.3,0.767,14.4,33.7,48.2,21.5,17.3,8.3,7.4,5.8,22.9,0.1,99.8,3.4,2,5,8,7,7,22,16,23,25,26,18,3,4,8,6,8,4,23,20,15,2,21,13,6,16,8,10,Detroit Pistons,Detroit Pistons,54,33,21,0.611,53.9,37.2,87.8,0.424,4.9,16.3,0.298,17.1,22.9,0.748,13.3,32.1,45.3,22.1,16.7,8.8,5.8,7.4,26.0,22.9,96.4,-3.4,2,5,8,7,7,12,18,4,5,16,1,2,1,14,16,8,12,6,12,20,21,2,27,17,5,8,10,Detroit Pistons,1,2003-04
1610612737,Atlanta Hawks,53,18,35,0.34,52.2,36.8,84.2,0.437,4.1,13.2,0.315,18.4,24.0,0.768,12.4,34.0,46.3,21.3,18.7,7.8,6.0,5.7,24.0,0.0,96.2,-5.6,8,25,26,25,16,24,27,15,26,24,28,20,20,7,20,6,11,26,28,20,9,19,22,17,28,27,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,52.2,37.9,88.3,0.429,5.6,17.0,0.331,20.4,26.7,0.763,13.9,32.1,46.1,23.0,14.9,10.1,5.7,6.0,21.7,24.0,101.8,5.6,8,25,26,25,16,15,24,8,13,22,7,22,19,26,25,9,15,15,26,29,19,9,5,8,18,27,10,Atlanta Hawks,0,2003-04
1610612750,Minnesota Timberwolves,52,37,15,0.712,53.0,41.4,88.6,0.468,3.9,11.2,0.352,17.9,22.8,0.784,11.4,34.5,45.9,26.0,13.8,7.6,6.3,3.9,23.2,0.0,104.7,5.8,15,2,3,3,10,2,6,2,27,27,8,23,27,5,28,5,15,3,2,24,7,2,16,14,4,3,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,53.0,37.0,88.2,0.42,5.5,16.1,0.339,19.4,25.4,0.763,13.3,31.9,45.2,23.0,15.3,7.2,3.9,6.3,22.3,23.2,98.9,-5.8,15,2,3,3,10,9,23,3,12,12,11,16,15,25,17,6,9,14,22,1,2,7,8,14,7,3,10,Minnesota Timberwolves,0,2003-04
1610612762,Utah Jazz,53,26,27,0.491,54.3,37.2,83.7,0.444,3.4,10.3,0.331,22.7,30.5,0.743,14.7,31.1,45.8,22.7,19.4,7.8,7.0,7.1,27.9,0.1,100.4,-1.4,8,14,15,14,5,20,28,9,28,29,25,2,2,20,4,23,16,16,29,19,5,29,29,8,14,19,10,Utah Jazz,Utah Jazz,53,26,27,0.491,54.3,36.1,82.1,0.44,5.9,16.5,0.358,23.7,31.2,0.76,12.0,28.8,40.8,21.9,17.4,9.5,7.1,7.0,27.5,27.9,101.8,1.4,8,14,15,14,5,4,1,15,19,18,24,29,29,24,4,1,1,5,9,27,29,5,29,1,19,19,10,Utah Jazz,0,2003-04
