TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID_y,CFPARAMS_y,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,CFID_y,CFPARAMS_y,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,EFG_PCT_y,FTA_RATE,TM_TOV_PCT_y,OREB_PCT_y,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,EFG_PCT_RANK_y,FTA_RATE_RANK,TM_TOV_PCT_RANK_y,OREB_PCT_RANK_y,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,CFID_y,CFPARAMS_y,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,CFID_y,CFPARAMS_y,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS_y,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK_y,CFID_y,CFPARAMS_y,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT_y,MIN_y,DEF_RATING_y,DREB_y,DREB_PCT_y,STL_y,BLK_y,OPP_PTS_OFF_TOV_y,OPP_PTS_2ND_CHANCE_y,OPP_PTS_FB_y,OPP_PTS_PAINT_y,GP_RANK_y,W_RANK_y,L_RANK_y,W_PCT_RANK_y,MIN_RANK_y,DEF_RATING_RANK_y,DREB_RANK_y,DREB_PCT_RANK_y,STL_RANK_y,BLK_RANK_y,OPP_PTS_OFF_TOV_RANK_y,OPP_PTS_2ND_CHANCE_RANK_y,OPP_PTS_FB_RANK_y,OPP_PTS_PAINT_RANK_y,CFID_y,CFPARAMS_y,PLAYOFF_RANKING,SEASON
1610612737,Atlanta Hawks,53,18,35,0.34,52.2,36.8,84.2,0.437,4.1,13.2,0.315,18.4,24.0,0.768,12.4,34.0,46.3,21.3,18.7,7.8,6.0,5.7,24.0,0.0,96.2,-5.6,8,25,26,25,16,24,27,15,26,24,28,20,20,7,20,6,11,26,28,20,9,19,22,17,28,27,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,2559.0,95.2,96.2,100.8,101.6,-5.6,-5.4,0.58,1.14,15.7,0.302,0.689,0.503,0.187,0.462,0.508,92.8,91.94,76.62,4898,0.466,8,25,26,25,10,28,18,27,23,27,23,21,10,11,28,20,21,14,26,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,52.2,15.0,13.6,11.5,41.3,21.4,14.7,14.8,41.0,8,25,26,25,10,28,22,21,16,29,18,26,18,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,2559.0,0.462,0.285,0.187,0.302,0.461,0.303,0.148,0.311,8,25,26,25,10,20,19,28,21,9,19,27,10,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,48.3,0.844,0.156,0.679,0.25,0.129,0.12,0.192,0.156,0.43,0.544,0.456,0.857,0.143,0.58,0.42,8,25,26,25,17,6,24,4,9,25,18,14,26,10,19,11,15,15,23,7,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,52.2,37.9,88.3,0.429,5.6,17.0,0.331,20.4,26.7,0.763,13.9,32.1,46.1,23.0,14.9,10.1,5.7,6.0,21.7,24.0,101.8,5.6,8,25,26,25,16,15,24,8,13,22,7,22,19,26,25,9,15,15,26,29,19,9,5,8,18,27,10,Atlanta Hawks,Atlanta Hawks,53,18,35,0.34,52.2,101.6,34.0,0.689,7.8,6.0,21.4,14.7,14.8,41.0,8,25,26,25,16,18,6,10,20,9,29,18,26,18,10,Atlanta Hawks,0,2003-04
1610612750,Minnesota Timberwolves,52,37,15,0.712,53.0,41.4,88.6,0.468,3.9,11.2,0.352,17.9,22.8,0.784,11.4,34.5,45.9,26.0,13.8,7.6,6.3,3.9,23.2,0.0,104.7,5.8,15,2,3,3,10,2,6,2,27,27,8,23,27,5,28,5,15,3,2,24,7,2,16,14,4,3,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,2511.0,103.5,104.7,97.5,99.2,6.0,5.5,0.627,1.88,18.6,0.299,0.687,0.501,0.138,0.49,0.531,91.7,90.44,75.36,4738,0.553,15,2,3,3,17,4,7,3,7,3,3,24,13,12,2,3,3,21,3,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,53.0,17.1,13.2,12.5,36.8,14.7,14.5,12.5,38.2,15,2,3,3,17,17,23,14,25,2,15,11,7,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,2511.0,0.49,0.258,0.138,0.299,0.451,0.288,0.153,0.313,15,2,3,3,17,3,28,2,24,4,13,22,13,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,48.3,0.873,0.127,0.716,0.365,0.113,0.119,0.171,0.164,0.351,0.597,0.403,0.909,0.091,0.627,0.373,15,2,3,3,13,3,27,1,1,27,20,27,21,25,6,24,6,24,7,23,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,53.0,37.0,88.2,0.42,5.5,16.1,0.339,19.4,25.4,0.763,13.3,31.9,45.2,23.0,15.3,7.2,3.9,6.3,22.3,23.2,98.9,-5.8,15,2,3,3,10,9,23,3,12,12,11,16,15,25,17,6,9,14,22,1,2,7,8,14,7,3,10,Minnesota Timberwolves,Minnesota Timberwolves,52,37,15,0.712,53.0,99.2,34.5,0.687,7.6,6.3,14.7,14.5,12.5,38.2,15,2,3,3,10,7,5,13,24,7,2,15,11,7,10,Minnesota Timberwolves,0,2003-04
1610612762,Utah Jazz,53,26,27,0.491,54.3,37.2,83.7,0.444,3.4,10.3,0.331,22.7,30.5,0.743,14.7,31.1,45.8,22.7,19.4,7.8,7.0,7.1,27.9,0.1,100.4,-1.4,8,14,15,14,5,20,28,9,28,29,25,2,2,20,4,23,16,16,29,19,5,29,29,8,14,19,10,Utah Jazz,Utah Jazz,53,26,27,0.491,2559.0,98.5,100.4,100.6,101.7,-2.1,-1.3,0.61,1.17,16.1,0.372,0.688,0.528,0.194,0.464,0.517,89.8,88.51,73.76,4715,0.492,8,14,15,14,10,14,19,16,14,26,20,2,11,1,29,18,13,25,16,10,Utah Jazz,Utah Jazz,53,26,27,0.491,54.3,18.2,16.3,13.4,41.9,19.7,13.3,13.1,37.5,8,14,15,14,10,12,3,12,14,26,5,16,5,10,Utah Jazz,Utah Jazz,53,26,27,0.491,2559.0,0.464,0.364,0.194,0.372,0.476,0.38,0.174,0.312,8,14,15,14,10,18,1,29,2,18,29,9,11,10,Utah Jazz,Utah Jazz,53,26,27,0.491,48.3,0.877,0.123,0.672,0.255,0.102,0.134,0.226,0.181,0.417,0.586,0.414,0.845,0.155,0.61,0.39,8,14,15,14,17,1,29,5,8,28,12,2,10,16,10,20,20,10,14,16,10,Utah Jazz,Utah Jazz,53,26,27,0.491,54.3,36.1,82.1,0.44,5.9,16.5,0.358,23.7,31.2,0.76,12.0,28.8,40.8,21.9,17.4,9.5,7.1,7.0,27.5,27.9,101.8,1.4,8,14,15,14,5,4,1,15,19,18,24,29,29,24,4,1,1,5,9,27,29,5,29,1,19,19,10,Utah Jazz,Utah Jazz,53,26,27,0.491,54.3,101.7,31.1,0.688,7.8,7.0,19.7,13.3,13.1,37.5,8,14,15,14,5,19,23,11,19,5,26,5,16,5,10,Utah Jazz,0,2003-04
1610612761,Toronto Raptors,51,25,26,0.49,54.8,36.3,86.2,0.421,6.1,16.8,0.362,17.3,23.6,0.736,11.8,33.1,44.9,22.1,16.2,7.6,5.7,4.5,23.6,0.0,96.0,-2.0,21,15,14,15,1,28,19,26,10,10,6,25,24,21,23,11,22,20,14,23,12,3,19,12,29,20,10,Toronto Raptors,Toronto Raptors,51,25,26,0.49,2488.0,95.2,96.0,96.7,98.3,-1.6,-2.2,0.61,1.37,16.3,0.283,0.675,0.481,0.162,0.457,0.497,88.5,87.44,72.87,4537,0.49,21,15,14,15,21,29,6,21,13,17,19,28,21,25,14,24,26,29,18,10,Toronto Raptors,Toronto Raptors,51,25,26,0.49,54.8,17.1,12.7,11.0,33.5,16.2,15.6,12.5,41.6,21,15,14,15,21,18,25,23,29,8,25,12,19,10,Toronto Raptors,Toronto Raptors,51,25,26,0.49,2488.0,0.457,0.273,0.162,0.283,0.446,0.306,0.16,0.325,21,15,14,15,21,24,22,14,28,3,20,17,21,10,Toronto Raptors,Toronto Raptors,51,25,26,0.49,48.8,0.805,0.195,0.629,0.281,0.19,0.115,0.181,0.178,0.348,0.538,0.462,0.967,0.033,0.61,0.39,21,15,14,15,1,20,10,21,3,7,22,22,12,28,21,9,1,29,13,17,10,Toronto Raptors,Toronto Raptors,51,25,26,0.49,54.8,37.1,87.6,0.424,3.8,12.5,0.304,20.0,26.8,0.747,14.0,35.2,49.2,20.6,16.0,7.9,4.5,5.7,23.2,23.6,98.1,2.0,21,15,14,15,1,10,16,5,1,1,2,21,20,13,26,29,29,2,17,5,3,12,14,11,6,20,10,Toronto Raptors,Toronto Raptors,51,25,26,0.49,54.8,98.3,33.1,0.675,7.6,5.7,16.2,15.6,12.5,41.6,21,15,14,15,1,6,11,21,23,12,8,25,12,19,10,Toronto Raptors,0,2003-04
1610612760,Seattle SuperSonics,52,25,27,0.481,51.9,38.8,87.6,0.443,9.9,26.3,0.376,17.6,23.5,0.749,12.0,30.5,42.5,23.1,15.7,9.1,5.8,5.0,22.7,0.0,105.0,-1.3,15,15,15,16,18,6,11,10,1,1,2,24,25,16,22,29,28,14,7,10,11,6,9,27,3,17,10,Seattle SuperSonics,Seattle SuperSonics,52,25,27,0.481,2511.0,103.3,105.0,104.6,106.5,-1.3,-1.4,0.595,1.47,16.8,0.299,0.646,0.471,0.157,0.499,0.536,93.9,92.35,76.96,4834,0.487,15,15,15,16,17,3,28,19,19,9,10,23,29,29,7,2,2,12,20,10,Seattle SuperSonics,Seattle SuperSonics,52,25,27,0.481,51.9,18.2,13.7,14.1,37.8,18.6,17.1,14.7,43.4,15,15,15,16,17,11,20,9,22,20,29,24,22,10,Seattle SuperSonics,Seattle SuperSonics,52,25,27,0.481,2511.0,0.499,0.268,0.157,0.299,0.488,0.285,0.165,0.354,15,15,15,16,17,2,23,7,23,25,9,14,29,10,Seattle SuperSonics,Seattle SuperSonics,52,25,27,0.481,48.3,0.7,0.3,0.55,0.191,0.282,0.135,0.168,0.173,0.36,0.503,0.497,0.866,0.134,0.595,0.405,15,15,15,16,13,29,1,29,27,1,11,28,15,23,27,3,14,16,19,11,10,Seattle SuperSonics,Seattle SuperSonics,52,25,27,0.481,51.9,40.0,88.6,0.452,6.5,18.2,0.356,19.7,25.3,0.781,14.6,32.7,47.3,23.0,16.5,8.5,5.0,5.8,21.8,22.7,106.3,1.3,15,15,15,16,18,24,25,24,27,25,22,18,14,29,28,13,27,16,14,15,6,11,6,21,28,17,10,Seattle SuperSonics,Seattle SuperSonics,52,25,27,0.481,51.9,106.5,30.5,0.646,9.1,5.8,18.6,17.1,14.7,43.4,15,15,15,16,18,28,29,29,10,11,20,29,24,22,10,Seattle SuperSonics,0,2003-04
1610612759,San Antonio Spurs,53,35,18,0.66,53.0,37.5,86.2,0.435,5.3,15.3,0.349,18.6,28.1,0.663,13.7,36.3,50.0,22.6,16.3,8.8,7.2,5.2,22.4,0.0,98.9,7.1,8,4,4,4,9,17,18,18,17,18,9,19,6,29,11,2,2,17,16,12,3,7,8,23,21,2,10,San Antonio Spurs,San Antonio Spurs,53,35,18,0.66,2559.0,97.8,98.9,90.6,91.8,7.2,7.1,0.603,1.39,16.3,0.313,0.71,0.514,0.163,0.466,0.502,91.7,90.54,75.45,4828,0.562,8,4,4,4,10,21,1,2,17,15,18,15,3,7,16,16,23,20,1,10,San Antonio Spurs,San Antonio Spurs,53,35,18,0.66,53.0,17.4,15.4,9.9,42.6,16.3,13.4,11.6,39.0,8,4,4,4,10,15,10,25,12,9,6,8,8,10,San Antonio Spurs,San Antonio Spurs,53,35,18,0.66,2559.0,0.466,0.326,0.163,0.313,0.426,0.286,0.168,0.29,8,4,4,4,10,16,7,16,15,1,11,11,3,10,San Antonio Spurs,San Antonio Spurs,53,35,18,0.66,48.3,0.823,0.177,0.65,0.22,0.161,0.1,0.188,0.175,0.431,0.557,0.443,0.879,0.121,0.603,0.397,8,4,4,4,17,12,18,12,22,16,25,18,14,9,16,14,11,19,17,13,10,San Antonio Spurs,San Antonio Spurs,53,35,18,0.66,53.0,34.6,86.2,0.401,4.3,13.4,0.325,18.3,24.7,0.74,12.5,33.9,46.4,19.1,16.8,8.6,5.2,7.2,24.8,22.4,91.8,-7.1,8,4,4,4,9,1,13,2,2,3,4,8,7,9,8,26,18,1,11,16,7,3,25,22,1,2,10,San Antonio Spurs,San Antonio Spurs,53,35,18,0.66,53.0,91.8,36.3,0.71,8.8,7.2,16.3,13.4,11.6,39.0,8,4,4,4,9,1,2,3,12,3,9,6,8,8,10,San Antonio Spurs,0,2003-04
1610612758,Sacramento Kings,50,37,13,0.74,51.2,40.9,87.0,0.47,7.8,19.5,0.403,21.6,26.9,0.801,11.7,32.2,44.0,28.3,14.6,8.8,4.1,5.7,21.0,0.1,111.2,7.8,27,2,1,1,26,3,15,1,2,5,1,4,9,2,24,19,24,1,4,13,29,18,2,3,1,1,10,Sacramento Kings,Sacramento Kings,50,37,13,0.74,2420.0,109.4,111.2,101.9,103.1,7.4,8.1,0.693,1.94,19.9,0.304,0.676,0.496,0.146,0.515,0.563,95.2,93.88,78.23,4727,0.559,27,2,1,1,27,1,23,1,2,1,1,19,20,20,4,1,1,4,2,10,Sacramento Kings,Sacramento Kings,50,37,13,0.74,51.2,18.9,14.1,13.3,39.8,15.7,15.1,13.2,44.3,27,2,1,1,27,7,17,13,17,5,22,17,25,10,Sacramento Kings,Sacramento Kings,50,37,13,0.74,2420.0,0.515,0.309,0.146,0.304,0.484,0.258,0.157,0.324,27,2,1,1,27,1,10,4,19,24,1,20,20,10,Sacramento Kings,Sacramento Kings,50,37,13,0.74,48.4,0.776,0.224,0.594,0.237,0.212,0.119,0.194,0.17,0.358,0.658,0.342,0.841,0.159,0.693,0.307,27,2,1,1,6,25,5,27,14,5,19,12,17,24,2,28,21,9,2,28,10,Sacramento Kings,Sacramento Kings,50,37,13,0.74,51.2,40.6,89.3,0.454,5.3,15.4,0.344,16.9,23.0,0.736,13.7,31.5,45.2,22.4,15.7,8.3,5.7,4.1,24.5,21.0,103.3,-7.8,27,2,1,1,26,27,29,25,11,7,14,1,2,4,22,5,8,10,20,8,18,29,24,28,24,1,10,Sacramento Kings,Sacramento Kings,50,37,13,0.74,51.2,103.1,32.2,0.676,8.8,4.1,15.7,15.1,13.2,44.3,27,2,1,1,26,23,19,20,13,29,5,22,17,25,10,Sacramento Kings,0,2003-04
1610612757,Portland Trail Blazers,51,24,27,0.471,54.3,40.1,89.1,0.45,5.1,14.9,0.34,17.1,23.7,0.721,14.4,32.4,46.8,24.9,16.7,7.9,4.7,5.5,21.7,0.0,102.3,-2.7,21,18,15,17,4,4,3,4,18,19,19,28,23,26,8,17,8,5,18,18,20,14,4,13,9,22,10,Portland Trail Blazers,Portland Trail Blazers,51,24,27,0.471,2478.0,100.4,102.3,103.9,105.2,-3.5,-2.9,0.622,1.49,17.6,0.348,0.687,0.516,0.167,0.478,0.514,89.7,88.36,73.63,4564,0.475,21,18,15,17,22,9,25,22,10,8,6,3,14,6,18,8,15,26,23,10,Portland Trail Blazers,Portland Trail Blazers,51,24,27,0.471,54.3,15.8,15.8,11.5,43.8,19.0,14.8,14.4,44.0,21,18,15,17,22,26,8,22,6,24,20,21,23,10,Portland Trail Blazers,Portland Trail Blazers,51,24,27,0.471,2478.0,0.478,0.266,0.167,0.348,0.493,0.26,0.149,0.313,21,18,15,17,22,8,24,18,3,27,2,24,14,10,Portland Trail Blazers,Portland Trail Blazers,51,24,27,0.471,48.6,0.833,0.167,0.685,0.257,0.148,0.112,0.167,0.154,0.428,0.58,0.42,0.913,0.087,0.622,0.378,21,18,15,17,2,9,21,3,6,19,23,29,27,11,12,18,5,25,10,20,10,Portland Trail Blazers,Portland Trail Blazers,51,24,27,0.471,54.3,40.9,88.8,0.46,5.8,16.4,0.355,17.5,23.1,0.755,12.8,31.1,44.0,26.3,14.9,9.2,5.5,4.7,20.7,21.7,105.0,2.7,21,18,15,17,4,28,26,28,16,17,21,3,3,20,11,3,2,29,24,22,14,20,2,26,25,22,10,Portland Trail Blazers,Portland Trail Blazers,51,24,27,0.471,54.3,105.2,32.4,0.687,7.9,4.7,19.0,14.8,14.4,44.0,21,18,15,17,4,25,17,14,18,20,24,20,21,23,10,Portland Trail Blazers,0,2003-04
1610612756,Phoenix Suns,55,18,37,0.327,51.2,38.4,87.0,0.442,5.5,16.3,0.336,17.3,22.8,0.76,11.6,30.7,42.3,21.4,15.9,9.8,5.1,5.4,24.1,0.0,99.7,-3.5,1,25,27,26,25,9,14,12,14,14,23,26,28,10,25,27,29,25,10,6,17,13,23,26,18,24,10,Phoenix Suns,Phoenix Suns,55,18,37,0.327,2645.0,98.3,99.7,100.9,103.1,-2.7,-3.5,0.557,1.34,15.8,0.287,0.665,0.475,0.159,0.473,0.513,95.4,93.69,78.07,5161,0.47,1,25,27,26,1,18,24,25,29,19,22,26,23,27,10,12,16,5,24,10,Phoenix Suns,Phoenix Suns,55,18,37,0.327,51.2,19.3,12.3,13.8,43.8,17.7,15.9,10.9,40.9,1,25,27,26,1,5,28,10,7,16,26,2,17,10,Phoenix Suns,Phoenix Suns,55,18,37,0.327,2645.0,0.473,0.262,0.159,0.287,0.482,0.318,0.175,0.335,1,25,27,26,1,12,26,10,26,22,23,8,23,10,Phoenix Suns,Phoenix Suns,55,18,37,0.327,48.1,0.813,0.187,0.662,0.223,0.164,0.138,0.174,0.194,0.439,0.508,0.492,0.855,0.145,0.557,0.443,1,25,27,26,28,17,13,6,20,15,10,25,5,4,26,4,16,14,29,1,10,Phoenix Suns,Phoenix Suns,55,18,37,0.327,51.2,38.1,85.8,0.445,6.4,18.5,0.344,20.6,27.3,0.754,13.1,33.6,46.7,22.8,17.5,8.4,5.4,5.1,20.0,24.1,103.2,3.5,1,25,27,26,25,17,8,20,26,26,13,24,23,18,12,22,21,13,8,11,13,17,1,7,23,24,10,Phoenix Suns,Phoenix Suns,55,18,37,0.327,51.2,103.1,30.7,0.665,9.8,5.1,17.7,15.9,10.9,40.9,1,25,27,26,25,24,27,23,6,17,16,26,2,17,10,Phoenix Suns,0,2003-04
1610612755,Philadelphia 76ers,53,22,31,0.415,53.5,36.5,84.8,0.431,4.7,13.6,0.343,20.9,27.9,0.751,12.9,32.6,45.4,22.1,17.5,9.3,4.5,6.2,22.9,0.0,98.6,-1.1,8,21,21,22,8,26,25,20,23,23,15,7,7,15,16,14,17,21,21,9,24,24,12,22,23,15,10,Philadelphia 76ers,Philadelphia 76ers,53,22,31,0.415,2564.0,97.0,98.6,98.4,99.7,-1.4,-1.1,0.605,1.26,16.0,0.317,0.684,0.501,0.175,0.458,0.508,91.0,89.7,74.75,4790,0.497,8,21,21,22,9,23,8,15,16,23,21,13,15,14,21,23,20,22,13,10,Philadelphia 76ers,Philadelphia 76ers,53,22,31,0.415,53.5,18.0,13.6,15.2,39.5,17.7,13.5,12.8,38.2,8,21,21,22,9,13,21,5,18,17,7,14,6,10,Philadelphia 76ers,Philadelphia 76ers,53,22,31,0.415,2564.0,0.458,0.329,0.175,0.317,0.466,0.313,0.173,0.316,8,21,21,22,9,23,4,21,13,10,22,10,15,10,Philadelphia 76ers,Philadelphia 76ers,53,22,31,0.415,48.4,0.84,0.16,0.646,0.246,0.142,0.155,0.212,0.182,0.4,0.561,0.439,0.906,0.094,0.605,0.395,8,21,21,22,8,7,23,13,11,22,5,4,9,17,14,16,7,23,16,14,10,Philadelphia 76ers,Philadelphia 76ers,53,22,31,0.415,53.5,36.8,85.7,0.429,6.3,18.9,0.334,19.9,26.8,0.744,13.4,32.4,45.8,23.4,17.3,8.6,6.2,4.5,24.3,22.9,99.8,1.1,8,21,21,22,8,8,7,9,24,27,8,19,21,11,18,10,13,17,10,17,24,24,22,18,8,15,10,Philadelphia 76ers,Philadelphia 76ers,53,22,31,0.415,53.5,99.7,32.6,0.684,9.3,4.5,17.7,13.5,12.8,38.2,8,21,21,22,8,8,14,15,9,24,17,7,14,6,10,Philadelphia 76ers,0,2003-04
1610612753,Orlando Magic,54,13,41,0.241,52.1,38.4,88.8,0.433,6.0,16.5,0.362,19.4,25.9,0.749,12.9,30.5,43.3,21.5,14.8,7.2,4.4,5.7,22.8,0.1,102.2,-6.6,2,29,29,29,17,10,5,19,12,11,5,13,14,17,15,28,26,24,5,29,26,17,11,11,10,28,10,Orlando Magic,Orlando Magic,54,13,41,0.241,2607.0,100.1,102.2,107.2,108.6,-7.1,-6.4,0.559,1.45,15.7,0.311,0.655,0.478,0.148,0.466,0.51,93.8,92.22,76.85,5005,0.442,2,29,29,29,4,10,29,28,28,10,24,16,27,26,5,15,18,13,29,10,Orlando Magic,Orlando Magic,54,13,41,0.241,52.1,16.8,14.9,12.2,37.5,17.3,16.7,14.7,46.8,2,29,29,29,4,20,12,15,23,13,28,25,29,10,Orlando Magic,Orlando Magic,54,13,41,0.241,2607.0,0.466,0.292,0.148,0.311,0.502,0.286,0.151,0.345,2,29,29,29,4,15,17,5,16,29,10,23,27,10,Orlando Magic,Orlando Magic,54,13,41,0.241,48.3,0.814,0.186,0.634,0.267,0.176,0.12,0.19,0.164,0.367,0.514,0.486,0.8,0.2,0.559,0.441,2,29,29,29,21,16,14,20,5,11,17,16,20,22,25,5,26,4,28,2,10,Orlando Magic,Orlando Magic,54,13,41,0.241,52.1,41.6,89.2,0.466,6.3,16.7,0.379,19.3,25.5,0.757,14.0,33.5,47.6,26.2,15.1,8.3,5.7,4.4,22.5,22.8,108.8,6.6,2,29,29,29,17,29,28,29,25,20,28,14,16,22,27,20,28,28,23,10,17,26,9,19,29,28,10,Orlando Magic,Orlando Magic,54,13,41,0.241,52.1,108.6,30.5,0.655,7.2,4.4,17.3,16.7,14.7,46.8,2,29,29,29,17,29,28,27,29,26,13,28,25,29,10,Orlando Magic,0,2003-04
